case_group,case_id,schema,name1,name2,is_match,quality,category,notes,score,predicted_match,outcome
nk_checks,590ce737,Company,Societatea cu Răspundere Limitată CON TRAFFIC,Societatea cu Răspundere Limitată PRO TRAFFIC,false,STRONG,,,0.6296,false,TN
nk_checks,1cddd9f4,Company,S.R.L. CON TRAFFIC,Societatea cu Răspundere Limitată PRO TRAFFIC,false,MEDIUM,,,0.6296,false,TN
nk_checks,edcc94a0,Company,JSC Murom Instrument-Making Plant,Акционерное общество “Муромский приборостроительный завод”,true,MEDIUM,,,0.5871,false,FN
nk_checks,b8ad8c1e,Organization,ndrangheta,'Ndrangheta,true,MEDIUM,,,1.0000,true,TP
nk_checks,8eda6e19,Organization,Andrang Heta,'Ndrangheta,true,MEDIUM,,,0.9000,true,TP
nk_checks,ec402bc3,Organization,Al Qaeda,Al Qa'ida,true,STRONG,,,0.9000,true,TP
nk_checks,5ddda764,Organization,Al Qaeda,Al-Qa'ida/Islamic Army,true,STRONG,,,0.9000,true,TP
nk_checks,9bd251f2,Organization,Al-Qaida in Iraq,Al-Qaida in the Arabian Peninsula,false,MEDIUM,,,0.5512,false,TN
nk_checks,2400d834,Person,'Abd al-Aziz al-Nuristani,Abdul Aziz Nooristani,true,MEDIUM,,,0.8037,true,TP
nk_checks,48560f14,Person,"NURISTANI, Abdul Aziz",Abdul Aziz Nooristani,true,MEDIUM,,,0.9565,true,TP
nk_checks,b6d9e4d5,Person,"NURISTANI, Abdul Aziz",ABDUL AZIZ Aziz Nooristani,true,MEDIUM,,,0.9565,true,TP
nk_checks,8330d8cd,Vessel,Hellenic Spirit,MV Hellenic Spirit,true,MEDIUM,,,1.0000,true,TP
nk_checks,72d78232,Vessel,Lady Leila,Lady Rania,false,MEDIUM,,,0.0000,false,TN
nk_checks,38430e7c,Vessel,Zu Zag Bong 6,Zu Zag Bong 5,true,MEDIUM,,,0.5964,false,FN
nk_checks,2e67ce37,Vessel,Yerotsakos,YEVGENY PRIMAKOV,false,MEDIUM,,,0.0000,false,TN
nk_checks,e39e26ac,Vessel,Yard No. 9918779 Zvezda-Dsme,YARD NO. 455 IRAN MARINE,false,MEDIUM,,,0.0000,false,TN
nk_checks,81a0cd54,Vessel,Victory,Victory 3,true,MEDIUM,,,0.0000,false,FN
nk_checks,adec8f57,Vessel,Victory,VICTOR KONETSKY,false,MEDIUM,,,0.0000,false,TN
nk_checks,d5c766ff,Vessel,VELIKIY NOVGOROD,Velikiy Novgorod,true,MEDIUM,,,1.0000,true,TP
nk_checks,cb293136,Person,"Frost, William W.",William W Frost,true,MEDIUM,,,1.0000,true,TP
nk_checks,bc5ad42c,Person,"Frost, William G.",William W Frost,false,MEDIUM,,,0.6667,false,TN
nk_checks,d54ddd32,Person,GENA C RANDOLPH,"Randolph, Gena",true,MEDIUM,,,0.7143,true,TP
nk_checks,a4cfc4c2,Person,GERD RANDOLPH,"Randolph, Gena",false,MEDIUM,,,0.5000,false,TN
nk_checks,e0a7b412,Organization,The BSF Foundation,The BIRD Foundation,false,MEDIUM,,,0.2308,false,TN
nk_checks,4df61699,Person,Eric A. Wendt,Josh A. Wendt,false,MEDIUM,,,0.6667,false,TN
nk_checks,8082a5cc,Person,Aaron A. Wendt,Josh A. Wendt,false,MEDIUM,,,0.6667,false,TN
nk_checks,95a2f48a,Company,"BWI Industries, Inc.","BAE Industries, Inc.",false,STRONG,,,0.5000,false,TN
